Utilization Type	State	Labeler Code	Product Code	Package Size	Year	Quarter	NDC	Product Name	Units 	Prescriptions	Total Amount
FFSU	NY	781	2790	31	2018	1	781279031	OMEPRAZOLE	"1,528"	48	390.14
MCOU	NY	904	3220	35	2018	1	904322035	EAR DROPS	"19,305"	"1,253"	"2,133.73"
FFSU	NY	16252	617	90	2018	1	16252061790	ROSUVASTAT			
FFSU	NY	42023	163	1	2018	1	42023016301	ZOLEDRONIC			
FFSU	NY	378	9116	93	2018	1	378911693	NITROGLYCE			
FFSU	NY	51672	4123	1	2018	1	51672412301	CARBAMAZEP	"1,770"	17	"1,536.58"
MCOU	NY	113	9458	39	2018	1	113945839	CETIRIZINE			
FFSU	NY	60505	3221	6	2018	1	60505322106	RIVASTIGMI			
FFSU	NY	603	6160	28	2018	1	603616028	TRAZODONE	"6,589"	231	"1,522.70"
MCOU	NY	56	170	1	2018	1	56017001	COUMADIN			
FFSU	NY	904	6507	61	2018	1	904650761	POTASSIUM	585	17	337.43
MCOU	NY	52544	44	80	2018	1	52544004480	CORDRAN FL			
FFSU	NY	29033	30	1	2018	1	29033003001	ACETAZOLAM			
MCOU	NY	143	1348	5	2018	1	143134805	NAPROXEN 5			
FFSU	NY	93	5173	55	2018	1	93517355	NIFEDIPHIN	"2,688"	58	"1,004.08"
MCOU	NY	591	5783	1	2018	1	591578301	ATENOLOL/C	"46,825"	"1,472"	"23,570.19"
MCOU	NY	65862	134	99	2018	1	65862013499	HYDROCHLOR	720	24	30.39
MCOU	NY	59676	304	1	2018	1	59676030401	PROCRIT (E	90.5	21	"9,409.09"
MCOU	NY	76204	200	25	2018	1	76204020025	ALBUTEROL	"3,207,432.13"	"24,785"	"146,835.15"
MCOU	NY	603	4214	2	2018	1	603421402	LISINOPRIL			
MCOU	NY	713	635	15	2018	1	713063515	MOMETASONE	"9,240"	313	"5,411.26"
MCOU	NY	259	1605	1	2018	1	259160501	XEOMIN			
MCOU	NY	43386	480	28	2018	1	43386048028	ORPHENADRI			
FFSU	NY	59762	1516	1	2018	1	59762151601	CELECOXIB	"1,092"	24	540.93
MCOU	NY	93	1041	1	2018	1	93104101	DICLOFENAC			
FFSU	NY	378	1132	1	2018	1	378113201	NADOLOL 80			
FFSU	NY	16714	353	1	2018	1	16714035301	FLUOXETINE	"3,575"	85	445.74
MCOU	NY	378	435	1	2018	1	378043501	BUPROPION	"17,226"	338	"6,284.85"
MCOU	NY	27808	36	1	2018	1	27808003601	HYDROCODON	"4,993"	94	930.67
MCOU	NY	228	1638	3	2018	1	228163803	LAMOTRIGIN	"4,756"	101	"81,436.71"
MCOU	NY	409	4921	34	2018	1	409492134	EPINEPHRIN	192	15	"13,374.10"
MCOU	NY	378	1413	77	2018	1	378141377	OLMESARTAN			
MCOU	NY	45945	155	2	2018	1	45945015502	GABLOFEN 5			
MCOU	NY	43547	349	9	2018	1	43547034909	PAROXETINE	"15,135"	436	"2,025.99"
MCOU	NY	58468	41	1	2018	1	58468004101	FABRAZYME			
MCOU	NY	23155	134	1	2018	1	23155013401	DOXY MONO			
FFSU	NY	93	135	5	2018	1	93013505	CARVEDILOL	"14,143"	187	"1,238.23"
FFSU	NY	43547	399	50	2018	1	43547039950	CYCLOBENZA	"3,631"	85	611.78
MCOU	NY	55150	120	30	2018	1	55150012030	PIPERACILL	540	38	"6,800.27"
FFSU	NY	168	269	50	2018	1	168026950	CLOBETASOL	"5,160"	97	"6,557.77"
MCOU	NY	536	1062	10	2018	1	536106210	STOOL SOFT	"398,022"	"6,445"	"6,114.18"
MCOU	NY	93	5514	89	2018	1	93551489	CARBAMAZEP			
MCOU	NY	47781	607	30	2018	1	47781060730	DISULFIRAM	"9,481"	281	"16,055.31"
MCOU	NY	143	1171	1	2018	1	143117101	CAPTOPRIL	"3,290"	75	"2,535.45"
MCOU	NY	603	1147	56	2018	1	603114756	DEXAMETHAS			
MCOU	NY	23155	113	1	2018	1	23155011301	PROPRANOLO	"6,538"	120	"3,860.97"
FFSU	NY	69097	173	64	2018	1	69097017364	IPRATROPIU	"18,972"	68	"1,565.87"
MCOU	NY	31722	737	5	2018	1	31722073705	DONEPEZIL	"1,140"	38	108.83
FFSU	NY	51672	4117	9	2018	1	51672411709	NYSTATIN S	"18,167.42"	73	"3,097.55"
MCOU	NY	62011	20	1	2018	1	62011002001	HEALTH MAR	550	20	8.23
MCOU	NY	713	4740	1	2018	1	713474001	CITALOPRAM	"2,671"	83	203.48
FFSU	NY	50111	441	2	2018	1	50111044102	TRAZODONE	"12,203"	373	"3,965.96"
FFSU	NY	62332	106	30	2018	1	62332010630	MODAFINIL			
FFSU	NY	23155	27	1	2018	1	23155002701	VERAPAMIL	"1,020"	14	128.52
FFSU	NY	57664	376	88	2018	1	57664037688	DEXMETHYLP			
MCOU	NY	60505	2945	3	2018	1	60505294503	EZETIMIBE	"14,049"	469	"30,573.88"
MCOU	NY	60758	18	5	2018	1	60758001805	SULFACETAM	460	78	"1,026.08"
FFSU	NY	66758	50	3	2018	1	66758005003	DOCETAXEL			
MCOU	NY	62332	62	30	2018	1	62332006230	LEFLUNOMID	"7,202"	241	"25,327.28"
FFSU	NY	59762	6691	5	2018	1	59762669105	NIFEDIPINE			
MCOU	NY	13668	111	30	2018	1	13668011130	DULOXETINE	"5,505"	172	"5,799.06"
MCOU	NY	68382	758	5	2018	1	68382075805	METFORMIN	"24,630"	433	618.05
MCOU	NY	68462	181	17	2018	1	68462018117	CLOTRIMAZO	"39,363.15"	"2,013"	"16,912.22"
FFSU	NY	115	1689	74	2018	1	115168974	BUDESONIDE	"7,680"	74	"11,744.41"
FFSU	NY	60432	65	47	2018	1	60432006547	AMOXICILLI	"4,500"	21	"2,287.38"
MCOU	NY	68462	249	1	2018	1	68462024901	RANITIDINE	"41,520"	"1,237"	"5,150.07"
MCOU	NY	25021	815	30	2018	1	25021081530	LEUCOVORIN	82.25	21	"26,457.08"
FFSU	NY	378	734	1	2018	1	378073401	FLUOXETINE	"5,252.50"	121	"3,595.10"
FFSU	NY	50458	302	50	2018	1	50458030250	RISPERDAL			
FFSU	NY	60505	3809	9	2018	1	60505380909	VALSARTAN/			
MCOU	NY	36800	224	62	2018	1	36800022462	LOPERAMIDE			
MCOU	NY	47781	600	30	2018	1	47781060030	FLUOXETINE	"6,060"	200	"37,761.10"
MCOU	NY	16729	168	17	2018	1	16729016817	ESCITALOPR	"15,757"	541	"2,570.30"
FFSU	NY	603	6240	21	2018	1	603624021	TRIHEXYPHE	"3,290"	63	516.59
MCOU	NY	172	7311	0	2018	1	172731100	CYCLOSPORI			
MCOU	NY	68180	314	6	2018	1	68180031406	IMIPRAMINE			
MCOU	NY	904	6270	8	2018	1	904627008	ZIPRASIDON			
FFSU	NY	603	2213	32	2018	1	603221332	AMITRIPTYL	"3,013"	79	"1,016.24"
FFSU	NY	2	8824	27	2018	1	2882427	HUMULIN R	"1,038"	80	"98,188.63"
FFSU	NY	24478	200	20	2018	1	24478020020	QUILLIVANT	"2,970"	20	"6,667.31"
MCOU	NY	13668	16	25	2018	1	13668001625	LEVETIRACE			
FFSU	NY	54	176	13	2018	1	54017613	BUPRENORPH			
FFSU	NY	575	6200	30	2018	1	575620030	PROGLYCEM	"1,460"	18	"14,219.57"
FFSU	NY	16729	288	38	2018	1	16729028838	CISPLATIN			
FFSU	NY	68462	352	5	2018	1	68462035205	HYDROXYZIN	"1,632"	32	232.92
FFSU	NY	55111	466	5	2018	1	55111046605	METOPROLOL	"34,356.50"	949	"13,064.41"
MCOU	NY	70370	1040	1	2018	1	70370104001	INGREZZA 4	"1,297"	31	"234,229.52"
FFSU	NY	57664	509	88	2018	1	57664050988	CITALOPRAM			
MCOU	NY	832	303	10	2018	1	832030310	CHLORPROMA	"2,624"	54	"18,353.73"
MCOU	NY	115	1309	27	2018	1	115130927	SEVELAMER	"63,409"	372	"136,129.54"
FFSU	NY	378	1134	1	2018	1	378113401	KETOROLAC	"1,561"	97	"2,016.08"
FFSU	NY	49884	872	5	2018	1	49884087205	FLUOXETINE			
MCOU	NY	59572	502	21	2018	1	59572050221	POMALYST			
MCOU	NY	228	2667	11	2018	1	228266711	GABAPENTIN			
FFSU	NY	93	2048	56	2018	1	93204856	PIOGLITAZO	540	15	126.89
FFSU	NY	59746	172	10	2018	1	59746017210	PREDNISONE	"20,512.50"	479	"4,295.29"
FFSU	NY	68462	267	30	2018	1	68462026730	ATOMOXETIN	"3,485"	95	"11,198.88"
FFSU	NY	16103	353	8	2018	1	16103035308	PHARBETOL	"20,791"	186	"1,185.49"
MCOU	NY	378	3120	93	2018	1	378312093	TEMAZEPAM			
FFSU	NY	409	6562	1	2018	1	409656201	TESTOSTERO	82.001	33	"1,034.60"
FFSU	NY	42043	141	1	2018	1	42043014101	CEPHALEXIN	650	27	172.21
MCOU	NY	16729	156	10	2018	1	16729015610	SIMVASTATI	"10,239"	342	397.01
MCOU	NY	54766	907	53	2018	1	54766090753	BRISDELLE			
MCOU	NY	409	4755	3	2018	1	409475503	ONDANSETRO	"2,249.50"	953	"1,637,858.87"
FFSU	NY	61314	44	75	2018	1	61314004475	TRIFLURIDI			
MCOU	NY	59676	566	30	2018	1	59676056630	PREZISTA 8	"185,477"	"6,222"	"9,624,640.85"
MCOU	NY	67877	246	1	2018	1	67877024601	QUETIAPINE	"78,792"	"2,152"	"36,471.05"
FFSU	NY	591	460	5	2018	1	591046005	GLIPIZIDE	"3,105"	49	324.08
FFSU	NY	591	5321	1	2018	1	591532101	PRIMIDONE			
FFSU	NY	64679	12	1	2018	1	64679001201	PIPERACILL			
MCOU	NY	16714	736	2	2018	1	16714073602	ESOMEPRAZO			
MCOU	NY	68382	112	14	2018	1	68382011214	RISPERIDON	"34,614"	839	"2,987.01"
MCOU	NY	16714	400	1	2018	1	16714040001	CEFUROXIME	"1,817"	93	"1,815.33"
FFSU	NY	59088	105	73	2018	1	59088010573	FLUORIDE C	"1,090"	23	158.09
FFSU	NY	62011	183	1	2018	1	62011018301	HEALTH MAR			
FFSU	NY	64980	149	1	2018	1	64980014901	PROBENECID			
MCOU	NY	68462	196	5	2018	1	68462019605	PRAVASATAT	"21,522"	711	"6,576.87"
MCOU	NY	70710	1137	3	2018	1	70710113703	FLUCONAZOL			
FFSU	NY	25021	403	4	2018	1	25021040304	HEPARIN SO			
MCOU	NY	68180	501	3	2018	1	68180050103	MELOXICAM	"23,930"	748	882.44
MCOU	NY	25021	121	66	2018	1	25021012166	CEFEPIME H			
MCOU	NY	781	7157	64	2018	1	781715764	IPRATROPIU	962.5	26	"2,114.22"
FFSU	NY	245	70	11	2018	1	245007011	POTASSIUM			
MCOU	NY	63402	737	60	2018	1	63402073760	ZETONNA HF			
FFSU	NY	68180	516	1	2018	1	68180051601	LISINOPRIL	"1,230"	35	256.86
FFSU	NY	47335	673	81	2018	1	47335067381	DILTIAZEM	510	17	413.03
MCOU	NY	472	150	15	2018	1	472015015	NYSTATIN/T	570	21	"1,897.25"
MCOU	NY	904	6469	61	2018	1	904646961	VENLAFAXIN			
FFSU	NY	46287	9	1	2018	1	46287000901	ISONIAZID			
FFSU	NY	55111	158	30	2018	1	55111015830	OMEPRAZOLE	780	26	563.31
MCOU	NY	50242	82	1	2018	1	50242008201	LUCENTIS	1.85	35	"89,063.80"
FFSU	NY	51672	2116	2	2018	1	51672211602	FEVERALL A			
FFSU	NY	13107	1	5	2018	1	13107000105	MIRTAZAPIN	"6,229"	213	"11,532.18"
MCOU	NY	93	9477	53	2018	1	93947753	GLYBURIDE	"3,975"	98	427.83
FFSU	NY	60505	3223	6	2018	1	60505322306	RIVASTIGMI			
MCOU	NY	65162	51	10	2018	1	65162005110	OXYCODONE	"78,678"	751	"37,199.20"
MCOU	NY	32	3016	13	2018	1	32301613	CREON (PAN	"234,554"	"1,607"	"2,010,421.43"
FFSU	NY	45802	56	35	2018	1	45802005635	GENTAMICIN	615	35	"1,631.68"
MCOU	NY	69238	1171	9	2018	1	69238117109	DOXEPIN HY	"7,197"	202	"5,549.45"
FFSU	NY	63323	201	10	2018	1	63323020110	LIDOCAINE	770	33	200.12
MCOU	NY	63304	621	10	2018	1	63304062110	ATENOLOL T	"22,059"	671	"1,370.31"
FFSU	NY	781	5584	36	2018	1	781558436	INTROVALE	"1,638"	18	664.65
MCOU	NY	62011	214	1	2018	1	62011021401	HEALTH MAR			
MCOU	NY	42799	105	1	2018	1	42799010501	METHENAMIN			
FFSU	NY	185	122	1	2018	1	185012201	NITROFURAN	"5,425"	364	"5,818"
FFSU	NY	59762	3722	3	2018	1	59762372203	ALPRAZOLAM	"9,623"	134	"1,320.29"
FFSU	NY	51672	1274	6	2018	1	51672127406	BETAMETHAS	"2,835"	58	"3,832.05"
MCOU	NY	536	1004	10	2018	1	536100410	ASPIRIN EC	"255,524"	"8,376"	"3,005.96"
FFSU	NY	54838	135	40	2018	1	54838013540	SILADRYL A	"29,018.00"	194	"1,125.78"
MCOU	NY	548	5400	25	2018	1	548540025	MEDROXYPRO			
FFSU	NY	63304	621	1	2018	1	63304062101	ATENOLOL T			
MCOU	NY	378	1815	1	2018	1	378181501	LEVOTHYROX	"4,472"	148	"1,534"
FFSU	NY	9	11	4	2018	1	9001104	SOLU-CORTE			
FFSU	NY	57894	195	6	2018	1	57894019506	ZYTIGA 500			
MCOU	NY	10702	106	1	2018	1	10702010601	DEXMETHYLP	"1,363"	38	406.17
MCOU	NY	23155	59	1	2018	1	23155005901	VERAPAMIL	"12,987"	202	"1,925.88"
MCOU	NY	378	4641	26	2018	1	378464126	ESTRADIOL	626	75	"4,592.75"
MCOU	NY	143	9919	1	2018	1	143991901	GLYBURIDE			
FFSU	NY	49483	333	10	2018	1	49483033310	MECLIZINE			
MCOU	NY	43598	674	51	2018	1	43598067451	CEFIXIME 2			
MCOU	NY	15054	43	1	2018	1	15054004301	ONIVYDE 43			
FFSU	NY	57664	477	52	2018	1	57664047752	METOPROLOL	"1,890"	26	182.88
MCOU	NY	68382	50	1	2018	1	68382005001	"MELOXICAM,"	"198,369"	"5,009"	"9,766.72"
FFSU	NY	904	3854	61	2018	1	904385461	CARBAMAZEP			
FFSU	NY	65580	301	3	2018	1	65580030103	VENLAFAXIN			
MCOU	NY	409	3814	12	2018	1	409381412	MORPHINE S			
FFSU	NY	93	1010	42	2018	1	93101042	MUPIROCIN	"26,331"	"1,052"	"11,774.76"
FFSU	NY	61442	112	1	2018	1	61442011201	ACYCLOVIR	"3,183"	73	610.3
FFSU	NY	65757	404	1	2018	1	65757040401	ARISTADA 1			
FFSU	NY	42806	55	9	2018	1	42806005509	AMLODIPINE			
MCOU	NY	87	6074	11	2018	1	87607411	GLUCOVANCE			
FFSU	NY	168	11	31	2018	1	168001131	BACITRACIN	"38,182.60"	"1,161"	"6,523.52"
MCOU	NY	536	3231	10	2018	1	536323110	APAP PAIN/	"233,307"	"3,686"	"3,281.95"
FFSU	NY	591	2718	1	2018	1	591271801	METHYLPHEN	"10,921"	329	"87,781.04"
MCOU	NY	781	5720	10	2018	1	781572010	POTASSIUM	"38,995"	893	"9,754.46"
MCOU	NY	16252	516	5	2018	1	16252051605	CIPROFLOXA	528	19	173.47
FFSU	NY	68180	487	2	2018	1	68180048702	PRAVASTATI	"4,313"	144	"1,407.96"
FFSU	NY	53746	617	1	2018	1	53746061701	TRAMADOL H			
MCOU	NY	409	6531	1	2018	1	409653101	VANCOMYCIN			
MCOU	NY	63304	458	30	2018	1	63304045830	ONDANSETRO	"17,270"	"1,021"	"5,582.54"
FFSU	NY	10702	65	1	2018	1	10702006501	DEXTROAMPH			
MCOU	NY	56	172	70	2018	1	56017270	COUMADIN	"11,749"	302	"26,037.90"
FFSU	NY	409	7984	11	2018	1	409798411	SODIUM CHL			
MCOU	NY	69097	899	5	2018	1	69097089905	ATORVASTAT	"5,580"	180	"2,032.52"
FFSU	NY	65862	175	1	2018	1	65862017501	PENICILLIN	"1,020"	19	164.37
MCOU	NY	36800	532	78	2018	1	36800053278	NICOTINE 4			
FFSU	NY	23155	149	1	2018	1	23155014901	ACARBOSE 1			
MCOU	NY	54	404	41	2018	1	54040441	MORPHINE S			
MCOU	NY	52268	12	1	2018	1	52268001201	SUPREP BOW	"1,211.48"	"1,212"	"103,683.39"
MCOU	NY	555	788	2	2018	1	555078802	ADDERALL X	"6,925"	223	"20,500.07"
MCOU	NY	472	1790	30	2018	1	472179030	CLINDAMYCI			
MCOU	NY	68462	179	5	2018	1	68462017905	NAPROXEN S	"69,550"	"1,357"	"92,448.03"
FFSU	NY	50419	491	4	2018	1	50419049104	CLIMARA PR			
FFSU	NY	16714	656	1	2018	1	16714065601	VENLAFAXIN			
MCOU	NY	43598	221	14	2018	1	43598022114	AMOXICILLI	"16,743"	929	"9,090.92"
MCOU	NY	36800	595	23	2018	1	36800059523	CALCIUM AN			
MCOU	NY	49884	217	1	2018	1	49884021701	DOXEPIN 10			
FFSU	NY	378	781	5	2018	1	378078105	FEXOFENADI			
FFSU	NY	54	3294	46	2018	1	54329446	FUROSEM 10	"8,261.60"	130	"1,409.27"
FFSU	NY	23155	170	31	2018	1	23155017031	ZOLEDRONIC			
FFSU	NY	536	1008	62	2018	1	536100862	ASPIRIN 81	"30,259"	955	"2,888.91"
MCOU	NY	10370	116	10	2018	1	10370011610	ZOLPIDEM T	"22,574"	807	"33,984.19"
MCOU	NY	185	27	1	2018	1	185002701	FLUVOXAMIN	"1,747"	43	343.95
MCOU	NY	378	836	75	2018	1	378083675	AMOX/CLAVU	"1,625"	16	226.51
FFSU	NY	43547	275	9	2018	1	43547027509	DONEPEZIL	"11,718"	326	"2,256.38"
MCOU	NY	115	1658	3	2018	1	115165803	NABUMETONE	"1,450"	27	279.95
MCOU	NY	31722	884	90	2018	1	31722088490	ROSUVASTAT	"30,690"	955	"36,254.24"
MCOU	NY	69097	816	15	2018	1	69097081615	TOPIRAMATE	"18,566"	267	836.63
FFSU	NY	68180	402	3	2018	1	68180040203	CEFPROZIL	"5,600"	43	"2,259.45"
MCOU	NY	24338	122	13	2018	1	24338012213	ERY-TAB 25			
FFSU	NY	16729	148	17	2018	1	16729014817	QUETIAPINE	"22,473"	470	"5,554.46"
FFSU	NY	50419	825	2	2018	1	50419082502	FINACEA	700	14	"4,485.81"
MCOU	NY	63868	158	24	2018	1	63868015824	NON-ASPIRI			
MCOU	NY	16729	8	15	2018	1	16729000815	PRAVASTATI	"33,770"	"1,124"	"9,703.98"
MCOU	NY	472	310	38	2018	1	472031038	ADAPALENE	"1,170"	26	"6,858.90"
FFSU	NY	33342	71	7	2018	1	33342007107	OLANZAPINE	"6,112"	161	"2,644.08"
FFSU	NY	63304	624	10	2018	1	63304062410	FUROSEMIDE	"1,495"	50	290.91
MCOU	NY	24478	205	25	2018	1	24478020525	QUILLIVANT	"2,820"	17	"4,938.93"
MCOU	NY	228	2539	96	2018	1	228253996	CARBI/LEVO	"37,317"	310	"4,385.24"
FFSU	NY	51991	604	1	2018	1	51991060401	VITAMIN D	"196,492.77"	"42,515"	"277,540.64"
MCOU	NY	67253	150	10	2018	1	67253015010	AMOXICILLI			
FFSU	NY	50742	637	60	2018	1	50742063760	QUETIAPINE			
MCOU	NY	57237	9	30	2018	1	57237000930	MIRTAZAPIN	"4,138"	140	673.09
MCOU	NY	49884	403	91	2018	1	49884040391	RISPERIDON	926	31	"4,247.26"
MCOU	NY	70000	202	3	2018	1	70000020203	LDR ADULT	"9,722"	323	159.65
MCOU	NY	54	238	49	2018	1	54023849	MORPHINE S			
FFSU	NY	310	1970	39	2018	1	310197039	MOVANTIK 2			
FFSU	NY	16729	284	17	2018	1	16729028417	ROSUVASTAT			
FFSU	NY	46	1104	81	2018	1	46110481	PREMARIN T	"1,380"	24	"7,304.69"
FFSU	NY	51672	1340	4	2018	1	51672134004	BETAMETHAS			
FFSU	NY	2	7724	11	2018	1	2772411	TALTZ			
MCOU	NY	591	3202	1	2018	1	591320201	HYCODONE/A	"1,040"	28	162.16
FFSU	NY	93	5247	65	2018	1	93524765	OLANZAPINE			
FFSU	NY	16714	693	2	2018	1	16714069302	FLUCONAZOL			
MCOU	NY	45802	919	39	2018	1	45802091939	CETIRIZINE	"42,547"	"1,418"	"2,215.30"
MCOU	NY	65162	58	27	2018	1	65162005827	SEVELAMER			
MCOU	NY	603	4654	16	2018	1	603465416	MONTELUKAS	"9,000"	296	"2,620.12"
FFSU	NY	603	5335	21	2018	1	603533521	PREDNISONE	"2,460"	28	416.36
FFSU	NY	703	9032	1	2018	1	703903201	AMIKACIN S			
MCOU	NY	13668	217	30	2018	1	13668021730	ARIPIPRAZO	"53,697"	"1,781"	"182,396.10"
MCOU	NY	172	3925	70	2018	1	172392570	DIAZEPAM 2	"29,061"	671	"1,420.87"
MCOU	NY	378	7112	93	2018	1	378711293	OLMESARTAN	"2,778"	93	"2,967.18"
FFSU	NY	51079	801	20	2018	1	51079080120	METOPROLOL	859	19	105.47
MCOU	NY	49483	11	10	2018	1	49483001110	ASPIRIN 32	548	20	9.01
MCOU	NY	71399	2440	3	2018	1	71399244003	OMEPRAZOLE			
FFSU	NY	45802	410	59	2018	1	45802041059	NASAL RELI			
MCOU	NY	50383	618	5	2018	1	50383061805	LOPERAMIDE			
FFSU	NY	944	2700	4	2018	1	944270004	GAMMAGARD	"1,015.50"	64	"105,925.23"
MCOU	NY	43199	40	51	2018	1	43199004051	LIDOCAINE	"25,046"	"1,533"	"20,550.66"
MCOU	NY	57237	255	90	2018	1	57237025590	MONTELUKAS	"23,998"	791	"6,122.19"
FFSU	NY	53489	387	1	2018	1	53489038701	MINOXIDIL	842	20	290.9
MCOU	NY	43547	419	11	2018	1	43547041911	LISINOPRIL	"21,672"	692	"1,329.18"
FFSU	NY	7	4201	1	2018	1	7420101	HYCAMTIN(T			
FFSU	NY	68084	491	1	2018	1	68084049101	MECLIZINE			
FFSU	NY	51672	1259	3	2018	1	51672125903	CLOBETASOL	"12,000"	170	"31,582.44"
MCOU	NY	904	5816	60	2018	1	904581660	MAPAP 500	"13,965"	201	202.75
MCOU	NY	61442	141	10	2018	1	61442014110	LOVASTATIN	"1,500"	50	105.59
MCOU	NY	27437	50	57	2018	1	27437005057	METHERGINE	"1,860"	247	"110,494.75"
FFSU	NY	63304	239	1	2018	1	63304023901	CALCITRIOL			
MCOU	NY	10572	100	1	2018	1	10572010001	GOLYTELY	"4,192,400"	"1,040"	"9,073.35"
MCOU	NY	168	416	99	2018	1	168041699	TACROLIMUS	"23,260"	229	"111,702.24"
FFSU	NY	57664	642	8	2018	1	57664064208	MIXED AMPH			
MCOU	NY	904	5728	87	2018	1	904572887	CLEARATADI	"3,794"	129	182.95
FFSU	NY	53746	188	10	2018	1	53746018810	NAPROXEN 2			
FFSU	NY	43068	220	1	2018	1	43068022001	HETLIOZ			
FFSU	NY	406	8320	1	2018	1	406832001	MORPHINE S			
MCOU	NY	51862	545	1	2018	1	51862054501	SRONYX TAB			
FFSU	NY	62011	149	1	2018	1	62011014901	HEALTH MAR			
FFSU	NY	9	3475	1	2018	1	9347501	DEPO-MEDRO	372	351	"5,716.54"
MCOU	NY	310	6524	1	2018	1	310652401	BYETTA 250	384	159	"110,011.16"
MCOU	NY	59746	218	1	2018	1	59746021801	SPIRONOLAC	"37,492.25"	933	"15,687.45"
FFSU	NY	68084	388	1	2018	1	68084038801	BENZTROPIN			
MCOU	NY	63323	161	16	2018	1	63323016116	KETOROLAC	37	33	"21,656.13"
FFSU	NY	54092	171	12	2018	1	54092017112	CARBATROL	"3,870"	43	"6,875.99"
FFSU	NY	47335	712	86	2018	1	47335071286	TOPIRAMATE	976.2	14	180.91
FFSU	NY	173	760	0	2018	1	173076000	LAMICTAL X			
MCOU	NY	378	1650	1	2018	1	378165001	NITROFURAN	735	24	391.41
MCOU	NY	23	5874	30	2018	1	23587430	BYVALSON 5			
MCOU	NY	603	860	54	2018	1	603086054	QUENALIN			
FFSU	NY	68382	569	28	2018	1	68382056928	ACAMPROSAT	"4,830"	32	"4,082.96"
MCOU	NY	68135	301	22	2018	1	68135030122	KUVAN POWD	"4,920"	54	"176,912.60"
MCOU	NY	64406	58	1	2018	1	64406005801	SPINRAZA (			
FFSU	NY	68180	840	13	2018	1	68180084013	NORGESTIMA	700	23	351.37
MCOU	NY	781	7241	55	2018	1	781724155	FENTANYL M	914	88	"3,252.31"
FFSU	NY	13107	1	30	2018	1	13107000130	MIRTAZAPIN	"8,433"	280	"15,569.32"
MCOU	NY	591	3670	5	2018	1	591367005	NABUMETONE	"8,362"	155	"1,249.18"
FFSU	NY	472	1400	16	2018	1	472140016	CYPROHEPTA	"16,335"	60	"1,767.18"
MCOU	NY	185	771	30	2018	1	185077130	BISOPROLOL	"13,244"	449	"3,867.63"
FFSU	NY	50419	409	3	2018	1	50419040903	NATAZIA	"1,624"	48	"11,623.52"
FFSU	NY	24090	495	84	2018	1	24090049584	TIROSINT C	458	16	"2,002.38"
FFSU	NY	59762	157	2	2018	1	59762015702	ATORVASTAT	"8,996"	260	"2,442.53"
FFSU	NY	29300	137	5	2018	1	29300013705	CLONIDINE	"2,425"	43	350.46
FFSU	NY	64764	677	30	2018	1	64764067730	ULORIC 80M	930	31	"9,823.93"
FFSU	NY	57237	124	1	2018	1	57237012401	WARFARIN S	"1,732"	36	384.71
MCOU	NY	68382	775	1	2018	1	68382077501	METHOTREXA	"43,627"	"1,638"	"59,397.41"
FFSU	NY	68382	316	1	2018	1	68382031601	MINOCYCLIN	822	20	264.44
MCOU	NY	16103	384	11	2018	1	16103038411	DOCUSATE S	"23,918"	397	337.01
MCOU	NY	904	1315	46	2018	1	904131546	PINK BISMU	"47,199"	821	"2,762.50"
MCOU	NY	904	5351	24	2018	1	904535124	SUDOGEST C			
FFSU	NY	57664	502	18	2018	1	57664050218	TIZANIDINE	"2,786"	47	551.69
MCOU	NY	23155	196	42	2018	1	23155019642	ONDANSETRO	306.5	300	"66,667.57"
FFSU	NY	409	1203	1	2018	1	409120301	DEMEROL (M			
MCOU	NY	378	1452	1	2018	1	378145201	ESTRADIOL	"2,555"	83	292.4
FFSU	NY	562	7806	5	2018	1	562780605	MICRHOGAM			
MCOU	NY	67618	120	12	2018	1	67618012012	SENOKOT EX	516	20	144.19
MCOU	NY	378	85	1	2018	1	378008501	CARBIDOPA	"12,617"	112	"1,614.30"
FFSU	NY	44567	235	25	2018	1	44567023525	CEFTAZIDIM	270.5	31	"1,432.83"
FFSU	NY	63323	763	6	2018	1	63323076306	PACLITAXEL			
FFSU	NY	16714	299	4	2018	1	16714029904	AMOXICILLI	"6,056"	254	"1,454.95"
FFSU	NY	574	7040	12	2018	1	574704012	BELLADONNA			
FFSU	NY	781	5789	31	2018	1	781578931	AZITHROMYC	66	20	176.02
FFSU	NY	49	2710	30	2018	1	49271030	CARDURA XL			
FFSU	NY	781	1764	1	2018	1	781176401	IMIPRAMINE	"1,710"	33	346.26
FFSU	NY	68462	657	29	2018	1	68462065729	NORETHINDR			
FFSU	NY	64980	177	50	2018	1	64980017750	CHLOROQUIN			
MCOU	NY	54838	125	70	2018	1	54838012570	BROTAPP LI	"356,658"	"1,695"	"5,786.31"
MCOU	NY	43386	161	6	2018	1	43386016106	MISOPROSTO	"24,099.40"	"1,075"	"14,672.66"
FFSU	NY	29300	114	5	2018	1	29300011405	LAMOTRIGIN	"10,521"	194	"1,868.25"
MCOU	NY	49884	29	10	2018	1	49884002910	HYDRALAZIN			
MCOU	NY	64980	514	15	2018	1	64980051415	TIMOLOL MA	405	27	181.62
FFSU	NY	49884	311	91	2018	1	49884031191	RISPERIDON			
FFSU	NY	781	6041	58	2018	1	781604158	AMOXICILLI			
FFSU	NY	61314	637	10	2018	1	61314063710	PREDNISOLO	"1,610"	159	"13,361.49"
